punto0_x,punto0_y,punto0_z,punto1_x,punto1_y,punto1_z,punto2_x,punto2_y,punto2_z,punto3_x,punto3_y,punto3_z,punto4_x,punto4_y,punto4_z,punto5_x,punto5_y,punto5_z,punto6_x,punto6_y,punto6_z,punto7_x,punto7_y,punto7_z,punto8_x,punto8_y,punto8_z,punto9_x,punto9_y,punto9_z,punto10_x,punto10_y,punto10_z,punto11_x,punto11_y,punto11_z,punto12_x,punto12_y,punto12_z,punto13_x,punto13_y,punto13_z,punto14_x,punto14_y,punto14_z,punto15_x,punto15_y,punto15_z,punto16_x,punto16_y,punto16_z,punto17_x,punto17_y,punto17_z,punto18_x,punto18_y,punto18_z,punto19_x,punto19_y,punto19_z,punto20_x,punto20_y,punto20_z,dedo_pulgar,dedo_indice,dedo_medio,dedo_anular,dedo_menique,etiqueta
0.0,0.0,0.0,-0.1432281230682048,-0.0496336196553676,-0.0437291993084704,-0.2643408528965562,-0.1196892414625581,-0.0915691312739636,-0.3417658512266995,-0.1602357219792618,-0.1432984335062628,-0.3723533609360964,-0.2246624766383795,-0.1949502306964889,-0.1749731369805103,-0.4183364602560498,-0.0630551845907625,-0.2792471482484397,-0.4906420519412666,-0.1614346850323124,-0.3359572082214991,-0.378808136148692,-0.2442891221225015,-0.3545940676516699,-0.2702690597493198,-0.2899258829191877,-0.1007805678177831,-0.469988376914549,-0.0869916984226653,-0.1611028704916052,-0.667786405314278,-0.1491545173626495,-0.2005247244741146,-0.8048305160636895,-0.2029366608492022,-0.2301156776379141,-0.9391694350278454,-0.241743731099137,-0.0099165356767567,-0.4593472422687267,-0.1220758983510906,-0.0414119086859166,-0.6811315131689718,-0.1895943843925772,-0.0641759668605517,-0.8236731954344897,-0.2381366255341111,-0.0855212198256929,-0.9595673045885336,-0.2681729086321401,0.0824909309760996,-0.3958956354406946,-0.1590978856135097,0.1171290841606577,-0.56166135262534,-0.2111556957293392,0.1407848535245536,-0.6835671367431545,-0.227948801303151,0.1578296309621511,-0.8068007868210971,-0.2367063274767599,1,0,1,1,1,8
0.0,0.0,0.0,-0.0622665932739258,-0.0929495119606831,-0.0792626916644957,-0.0508988277447804,-0.2275957979868695,-0.1207072267940616,0.0584082710505718,-0.2883506336513903,-0.1587037299203373,0.1501201888377431,-0.3264900650289343,-0.1893558666091565,-0.0154458394516132,-0.4723914733756036,-0.0806905369044029,-0.0199427590212389,-0.6921668704377514,-0.1444610680494162,-0.0216732549306487,-0.8373689164684934,-0.1781995312133638,-0.0270416197803002,-0.9639370084273652,-0.1957428924478712,0.0702124218268399,-0.4695268279555851,-0.0815907812331485,0.1091222703886127,-0.6795831818852728,-0.1515556510949306,0.1453216661025015,-0.8323906323220577,-0.1865322248761667,0.1780661503922252,-0.9640617734484476,-0.1971733832441063,0.137829528535342,-0.4126508943117103,-0.0917735616444541,0.1617422395894884,-0.3775451121440673,-0.1735610086066894,0.1153048624455161,-0.2617644977937299,-0.182003519653716,0.0788877418307317,-0.1965207717986783,-0.1598679890775522,0.187698041201305,-0.3258715018035112,-0.1103989895218971,0.2045644323425067,-0.2904115756241357,-0.1613916248938223,0.1559037355070044,-0.2131366194986059,-0.155511035515645,0.1158608287875095,-0.168830342727238,-0.1351460885790326,0,1,1,0,0,6
0.0,0.0,0.0,0.1296864864527391,0.2181800826656074,-0.1347674615753292,0.3020271698759962,0.4081750494693881,-0.2252648565896164,0.4302686884574108,0.6065937194325727,-0.3025590035623478,0.5130082344180171,0.7789113533935714,-0.3607210209759115,0.5424253294492871,0.057372008035858,-0.1322793778894743,0.5143073196168203,0.0270419792399489,-0.236361257956951,0.4068847172309363,0.0825398325819244,-0.2702524104364461,0.4326354889363982,0.0811876460903234,-0.2864418311961801,0.4933909537960453,-0.1422633963574913,-0.1177253474770406,0.4286091271748072,-0.1312723769857194,-0.2164725626227531,0.282352411481051,-0.0015292880560419,-0.2121099413010003,0.3461498218281146,-0.0120004545242838,-0.1946814478268717,0.409196228177038,-0.3002983872652812,-0.1209610889772347,0.3327375147991686,-0.2872003844542826,-0.2178251685270376,0.2236972194576947,-0.1436477499783832,-0.1729180507387694,0.289489137703471,-0.1331473340343008,-0.1295963767177968,0.3167729904144605,-0.429997346686521,-0.1380304101939486,0.2340459903636911,-0.4088977522290592,-0.1864855769312782,0.1601216966555362,-0.282403032768416,-0.1512685880179062,0.1880166518817178,-0.2516219347490707,-0.1160951177292808,0,0,0,0,0,4
0.0,0.0,0.0,-0.0728242650199353,-0.1906612612682803,0.0032325493915509,-0.0459943852553323,-0.3420286534830863,-0.0132844684244328,0.0371119996246285,-0.3842491909339586,-0.035110296146167,0.1095501716429113,-0.374635913813288,-0.0577156622804079,0.0048600753722847,-0.4643722076961347,-0.0554949956667103,-0.0288252285094971,-0.694739159854925,-0.0966795630318672,-0.0474021965202941,-0.8325245619734974,-0.1147948161262033,-0.061822754084927,-0.9393167736323126,-0.1199901954581526,0.107231955433626,-0.442124949106037,-0.0777074287268983,0.1329818125054655,-0.69925668333159,-0.1088525650764894,0.1540865182394675,-0.8599457235391905,-0.1221687083705321,0.1754818902759051,-0.9766429484271568,-0.1239945864653174,0.187997444216147,-0.3739558381104602,-0.0951468519111478,0.1663013497004505,-0.4394524666249389,-0.1174298553957252,0.1309628210469761,-0.3882463072600171,-0.1103648429017487,0.10637541522367,-0.3291265786187738,-0.093304926725687,0.2414587547239993,-0.2882523920755761,-0.1133918189884442,0.1948548474745092,-0.3276419017894764,-0.1113000874051803,0.1601446694015852,-0.2869669131318639,-0.0815959329942348,0.1399047948743883,-0.2348716379629148,-0.0519359214552224,0,1,1,0,0,6
0.0,0.0,0.0,-0.2082316933862628,-0.147139090825744,-0.0699398989498989,-0.3288760079471815,-0.42071271795955,-0.1004268181975089,-0.2459957960675978,-0.7058347584530672,-0.1390616684105234,-0.0900528955642141,-0.8514012729941659,-0.1553888142541348,-0.3522504291662586,-0.6085738197725048,0.012399338917015,-0.4477438554743288,-0.8847979118416011,-0.1290662430139093,-0.3899821573029688,-0.6359258326497879,-0.190982243899552,-0.3343574086835426,-0.5172551024741324,-0.2044683368968974,-0.1978633436584592,-0.656424200351349,-0.0022972955351138,-0.2633145701949484,-0.923083566140774,-0.1386829752110097,-0.2300434114087717,-0.6272690860631563,-0.1477935394391364,-0.1913291962050447,-0.5505522068173488,-0.1090638257831955,-0.0382949533705012,-0.6659192409977321,-0.0444256975587963,-0.0756838787049082,-0.8548578870512826,-0.1827883700686261,-0.0737735509653478,-0.5388816426935217,-0.1348860122731902,-0.0487057803377061,-0.4471173735948348,-0.0535436701905856,0.1294286076691037,-0.6483940504475613,-0.0946981166954038,0.0728597163014716,-0.80140452898871,-0.1577182029210587,0.0468243830422786,-0.5888362538696256,-0.10704710403927,0.0580682231151475,-0.4934533831873484,-0.0433170236723995,0,0,0,0,0,1
0.0,0.0,0.0,0.1039837159977985,0.2887281627700799,-0.0398343105651762,0.2076693600884136,0.5158408967215773,-0.1175505241046019,0.2545277160905799,0.7486415724821701,-0.1927564074826362,0.2341190062882418,0.9365972274087926,-0.2607180939343657,0.3792565665854577,0.2552171353737157,-0.1754479783092185,0.670132113101605,0.3970744152632705,-0.250122461474212,0.5675076869191384,0.4172103734453564,-0.274831593943064,0.458509064680307,0.3802623032766538,-0.2772464232198429,0.4039622780228952,0.0433319475112469,-0.1817805169082239,0.6790902816750212,0.2201012486145024,-0.2168662427374161,0.5770860163437901,0.2551069176541325,-0.1964490152650258,0.4740592582491289,0.205727889852243,-0.1857664257716748,0.4105245144454407,-0.1231925048496073,-0.1841312891171919,0.6694043410309116,0.0418710041910292,-0.1899742362306124,0.5767914818296338,0.0774681625805169,-0.1343482072512394,0.4793893648267399,0.0332954326002877,-0.103811149953171,0.4062483648113435,-0.2455239337649714,-0.1899540707631253,0.6181385794954823,-0.1265893330485843,-0.1782297888402428,0.5446455157845932,-0.0923978229409425,-0.1223507664424601,0.4606363411396937,-0.1316384961484065,-0.0854404323447677,1,1,1,1,1,4
0.0,0.0,0.0,0.1381614503856914,-0.0702039370978833,-0.0781507233968791,0.2669719931816302,-0.1928047516558631,-0.1231763369603872,0.3777886618358079,-0.2821119138000139,-0.1637095811229774,0.4818941930650843,-0.320542788499875,-0.2065272270599433,0.1435259224511325,-0.4666994170220931,-0.0804715434051344,0.1829197688269608,-0.6552903068009807,-0.1377202934136829,0.205693010124268,-0.7796393143006863,-0.183904941181372,0.2254320754624171,-0.8934195884697045,-0.2182211293159135,0.0523963477403309,-0.4864899828930012,-0.0839864106226279,0.0732673653596486,-0.7014732771227455,-0.1339317523651076,0.0887846818820909,-0.8451493162696518,-0.1760189736031704,0.1024406220062407,-0.9728711966608152,-0.2074308406932963,-0.0343420266875486,-0.4532238170492277,-0.0964029683542735,-0.0386445871963733,-0.652417195079417,-0.1458905733615904,-0.0371049272690078,-0.7883037345031984,-0.1823257729881613,-0.0319937789669897,-0.9136821346516928,-0.2073901111291028,-0.1177608827759088,-0.3783116718176333,-0.116460652774165,-0.1479497887862617,-0.5195234251864554,-0.1618306945435469,-0.1647160962291773,-0.6228038590231796,-0.1849109525882878,-0.1749534309887792,-0.7289330963300051,-0.2001107462546135,0,1,1,1,1,0
0.0,0.0,0.0,-0.1066800893611179,-0.146114894773874,-0.1933402153262236,-0.1941709880771727,-0.3942021788431941,-0.274699628727457,-0.1960849421094099,-0.6847068027538346,-0.3325249722494797,-0.2370758970165431,-0.9027899867297106,-0.3588387645090345,-0.3258238716017969,-0.6963809264148051,-0.0702626858205962,-0.2886100027474158,-0.8314301702876512,-0.2214178023456288,-0.2423940470673975,-0.7273824267959393,-0.27488600051396,-0.1968329190946131,-0.6995395071202862,-0.2817914413567202,-0.1500406388724419,-0.7017879783708911,-0.0202928513113882,-0.1065531075623767,-0.8445317773412755,-0.1693821404788979,-0.0906942965269739,-0.5619827022598419,-0.1595447858352435,-0.1027001546448634,-0.6027022646951558,-0.1056083605916953,0.0099206910259885,-0.6748993994110367,-0.0104204295254146,0.0586527024390802,-0.7519973431910211,-0.1717404026532414,0.0295043014911324,-0.5031741651796307,-0.1179583932086382,-0.0028078063018074,-0.5292859875424565,-0.0365670535697636,0.1495163080310424,-0.6177529032213847,-0.0188673874803944,0.1813272258409461,-0.6747470798369988,-0.1194813875649645,0.1413768772545234,-0.4985569780916082,-0.0921181555478634,0.1007687717382892,-0.4759562683714837,-0.0415712390178516,1,0,0,0,0,5
0.0,0.0,0.0,-0.0763052800746581,0.1084489317279821,-0.2513249114386443,-0.2435719478107243,0.0219310842325046,-0.378571573687629,-0.4854087315856756,-0.0917698640161423,-0.4448854738868891,-0.6929909658882549,-0.1818742850891877,-0.487952173174698,0.018345428037735,-0.5491418701547657,-0.3569976462367323,-0.3335188411518212,-0.4744395199382298,-0.4822532929402131,-0.5623434673147008,-0.3774127903780597,-0.5515590733179981,-0.7351388080124829,-0.3273518008171255,-0.593642764173683,-0.0382354665985533,-0.7131568745620114,-0.2645648257122469,-0.3974543936826371,-0.4651255289684133,-0.3696963210411327,-0.4294886146735842,-0.24954843463273,-0.3756979375990796,-0.4048601629045024,-0.1742035232932791,-0.378862023634327,-0.1226135842441768,-0.7682976092595453,-0.1845205390789703,-0.4486554934799163,-0.5121832038295143,-0.2706580986408523,-0.4315885038990517,-0.3152702625266568,-0.2357187720550046,-0.3909065084319327,-0.244128668114649,-0.211516985196343,-0.1965037885747848,-0.7485501581965308,-0.1273430835143708,-0.4357695415299631,-0.5549133219213359,-0.2088564112627149,-0.4508628475474786,-0.3715336116600238,-0.1951606887930081,-0.4406840922355135,-0.2754841568894882,-0.1692908051338687,1,0,0,0,0,5
0.0,0.0,0.0,0.1113816665548435,-0.0727055513870066,-0.0643943358871564,0.1525974146139432,-0.2571825728494766,-0.0795744303651888,0.0691553072586985,-0.3743385734289529,-0.0938770734566711,-0.0288810490476878,-0.4312433350401176,-0.1032688538521974,0.1355790348694415,-0.5147887390435424,-0.019045912888315,0.1729197453591893,-0.7078359133876679,-0.0547042526944254,0.1924575868833068,-0.8304634243602343,-0.0762734504278637,0.199081163251808,-0.9328902736495278,-0.0911213077465016,0.0436771375937186,-0.5163861112162075,-0.0259515656313056,0.0380550504945751,-0.7437452458209804,-0.0748909824992318,0.0439184200629751,-0.8803947628703178,-0.1056885762298351,0.0427704653969441,-0.9920637714073188,-0.1182377298108167,-0.0356950304318642,-0.4580634617825114,-0.0435193712861074,-0.0499008891249856,-0.5569543280479098,-0.1372782313783359,-0.0141894134556002,-0.4289209591539201,-0.1639162399630242,0.0034172689655389,-0.3435180141811081,-0.1536242835607403,-0.1038015683633316,-0.3681993606968184,-0.0651312800636743,-0.0861626378592407,-0.3874912945286266,-0.1531124737222996,-0.0390341845191774,-0.2850753659048746,-0.1725503108577017,-0.0101753622378269,-0.2210426216556129,-0.166893422167046,1,1,1,0,0,6
